timestamp_utc,region_code,region_friendly,instance_type,os,tenancy,price_usd
2026-06-17T12:52:12+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-17T12:52:12+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-17T12:52:12+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-18T12:27:47+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-18T12:27:47+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-18T12:27:47+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-18T12:27:47+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-19T12:46:59+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-19T12:46:59+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-19T12:46:59+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-19T12:46:59+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-20T11:19:50+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-20T11:19:50+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-20T11:19:50+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-20T11:19:50+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-21T11:46:25+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-21T11:46:25+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-21T11:46:25+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-21T11:46:25+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-22T14:41:21+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-22T14:41:21+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-22T14:41:21+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-22T14:41:21+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-23T12:08:37+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-23T12:08:37+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-23T12:08:37+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-23T12:08:37+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-24T11:45:20+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-24T11:45:20+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-24T11:45:20+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-24T11:45:20+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-25T11:40:32+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-25T11:40:32+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-25T11:40:32+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-25T11:40:32+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-26T11:44:49+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-26T11:44:49+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-26T11:44:49+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-26T11:44:49+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-27T10:57:39+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-27T10:57:39+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-27T10:57:39+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-27T10:57:39+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-28T11:07:34+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-28T11:07:34+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-28T11:07:34+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-28T11:07:34+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-29T13:07:22+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-29T13:07:22+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-29T13:07:22+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-29T13:07:22+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-06-30T11:45:01+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-06-30T11:45:01+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-06-30T11:45:01+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-06-30T11:45:01+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-07-01T12:08:35+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-07-01T12:08:35+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-07-01T12:08:35+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-07-01T12:08:35+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-07-02T11:33:44+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-07-02T11:33:44+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-07-02T11:33:44+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
2026-07-02T11:33:44+00:00,ap-southeast-1,Asia Pacific (Singapore),m5.large,Linux,Shared,0.120000
2026-07-03T11:32:24+00:00,us-east-1,US East (N. Virginia),t3.micro,Linux,Shared,0.010400
2026-07-03T11:32:24+00:00,us-west-2,US West (Oregon),t3.micro,Linux,Shared,0.010400
2026-07-03T11:32:24+00:00,eu-west-1,EU (Ireland),t4g.micro,Linux,Shared,0.009200
